company_id,Registration Number,Full Name,Registration Date,State,Registered Address
C 107462,C 107462,GRANNY HOLDING LTD.,18-01-2024,Active,"['LEVEL 3 (SUITE 3359) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 107463,C 107463,SJZ Limited,18-01-2024,Active,"['TA SERGIO', 'TRIQ PROF. CARMELO COLEIRO', 'QORMI', 'QRM 4000', 'Malta']"
C 107464,C 107464,RCH Developments LTD.,18-01-2024,Active,"['LEVEL 3 PORTOMASO BUSINESS TOWER', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 107465,C 107465,VibeLive Event Collective Limited,18-01-2024,Active,"['HORECA BUILDING 3RD FLOOR', 'TRIQ L- IMGARR', 'XEWKIJA, GHAWDEX', 'XWK 9012', 'Malta']"
C 107466,C 107466,Krone Marketing LIMITED,18-01-2024,Active,"['36', 'TRIQ SANTA DMINKA', 'RABAT, GHAWDEX', 'VCT 9030', 'Malta']"
C 107467,C 107467,ON Battery Holding Ltd.,20-12-2023,Active,"['WHITEHALL MANSIONS LEVEL 2', ""IX-XATT TA' XBIEX"", 'TA XBIEX', 'XBX 1026', 'Malta']"
C 107468,C 107468,PGC Care Home Limited,17-01-2024,Active,"['PLAN GROUP HEAD OFFICE NAXXAR', 'TRIQ IL- WIRT NATURALI', 'BAHAR IC-CAGHAQ', 'NXR 5232', 'Malta']"
C 107469,C 107469,SHIPPO LTD.,18-01-2024,Active,"['6 FL 2', 'TRIQ IL- FERROVIJA', 'HAMRUN', 'HMR 1902', 'Malta']"
C 107470,C 107470,Jp Jes Company Limited.,18-01-2024,Active,"['FLAT B6 BLOCK B', 'TRIQ JEAN DE LA CASSIERE', 'SAN PAWL IL-BAHAR', 'SPB 3138', 'Malta']"
C 107471,C 107471,Mobile X Press Ltd.,18-01-2024,Active,"['7', 'TRIQ HAL LUQA', 'QORMI', 'QRM 9072', 'Malta']"
C 107472,C 107472,ON Battery Europe Ltd.,20-12-2023,Active,"['WHITEHALL MANSIONS LEVEL 2', ""IX-XATT TA' XBIEX"", 'TA XBIEX', 'XBX 1026', 'Malta']"
C 107473,C 107473,Sparkline Holdings Limited,19-01-2024,Active,"['LEVEL 3 (SUITE 3286) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 107474,C 107474,Blocktique Consulting Limited,19-01-2024,Active,"['260', 'TRIQ SAN ALBERT', 'GZIRA', 'GZR 1150', 'Malta']"
C 107475,C 107475,Remitco Limited,8/1/2024,Active,"['115 B SUITE 3', 'TRIQ ZEKKA', 'VALLETTA', 'VLT 1515', 'Malta']"
C 107476,C 107476,Safenet Software Holding Ltd.,19-01-2024,Active,"['SOHO THE STRAND FAWWARA BUILDING', 'TRIQ L- IMSIDA', 'GZIRA', 'GZR 1401', 'Malta']"
C 107477,C 107477,YZS Limited,19-01-2024,Active,"['45', 'TRIQ IT- TARGA', 'NAXXAR', 'NXR 6617', 'Malta']"
C 107478,C 107478,ALBA Developments Limited,22-01-2024,Active,"['ONSITE BUILDING', ""TRIQ IL- WIED TA' L-IMSIDA"", 'BIRKIRKARA', 'BKR 9021', 'Malta']"
C 107479,C 107479,NG Momentum Ltd.,22-01-2024,Active,"['25 RIDGE HEIGHTS APT 5', 'TRIQ IL- LEWZ', 'BAHRIJA', 'RBT 8160', 'Malta']"
C 107480,C 107480,Matthiola Construction Limited,22-01-2024,Active,"['MATTHIOLA', 'SQAQ TALIANA', 'GZIRA', 'GZR 1580', 'Malta']"
C 107481,C 107481,Toad Forest Ltd.,22-01-2024,Active,"['22', 'TRIQ MERINO', 'LIJA', 'BZN 0010', 'Malta']"
C 107482,C 107482,Unleash The Lion Limited,16-01-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 107483,C 107483,EDU CFM Limited,22-01-2024,Active,"['8 CACCIATTOLO', 'TRIQ SALVU CACCIOTTOLO', 'ZEJTUN', 'ZTN 1511', 'Malta']"
C 107484,C 107484,New Way Trading Ltd.,22-01-2024,Active,"['115', 'TRIQ BIRKIRKARA', 'SAN GWANN', 'SGN 4190', 'Malta']"
C 107485,C 107485,GALIANO AVIATION LTD.,22-01-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107486,C 107486,AGB & PARTNERS REALTY LIMITED,22-01-2024,Active,"['101 OFFICE', 'TRIQ VICTOR DENARO', 'MSIDA', 'MSD 1600', 'Malta']"
C 107487,C 107487,BG TRUSTEES & CORPORATE SERVICES LTD.,15-01-2024,Active,"['ARAGON HOUSE', 'TRIQ ID- DRAGUNARA', 'Paceville', 'STJ 3140', 'Malta']"
C 107488,C 107488,Berry Global Malta Holding Company Limited,18-01-2024,Active,"['LEVEL 3, VALLETTA BUILDINGS', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 107489,C 107489,Sparkles and Smiles Holdings Ltd.,22-01-2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 107490,C 107490,MIRJON STROY & MAINTENANCE LIMITED,23-01-2024,Active,"['75 GHAJN RIHANA', 'TRIQ IL- HANNEWIJA', 'NAXXAR', 'NXR 1302', 'Malta']"
C 107491,C 107491,DP PRODUCTION LTD.,23-01-2024,Active,"['SOHO ST JULIANS PUNCHBOWL CENTRE', 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3154', 'Malta']"
C 107492,C 107492,KRISTINE BONNICI DESIGN LTD.,22-01-2024,Active,"['5', 'PJAZZA TAL- LUNZJATA', 'SLIEMA', 'SLM 1425', 'Malta']"
C 107493,C 107493,DaFu Projects Limited,23-01-2024,Active,"['SEED BUILDING C1 MIDLAND MICRO ENTERPRISES PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107494,C 107494,Lightray Holdings Limited,22-01-2024,Active,"['B2 5 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ L- INDUSTRIJA', 'QORMI', 'CBD 5030', 'Malta']"
C 107495,C 107495,Rainbow Bliss Ltd.,23-01-2024,Active,"['LEVEL G (OFFICE 1/1141) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107496,C 107496,DGALEA BOUTIQUE LIVING LTD.,23-01-2024,Active,"['OFFICE B THE DUKE BUSINESS CENTRE', 'TRIQ L-10 TA GUNJU 1887', 'RABAT, GHAWDEX', 'VCT 2590', 'Malta']"
C 107497,C 107497,Eat It Ltd.,22-01-2024,Active,"['145', 'TRIQ IL- KBIRA', 'ZURRIEQ', 'ZRQ 1311', 'Malta']"
C 107498,C 107498,Staples Malta Holdings Limited,17-01-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 107499,C 107499,Lightray Trading Limited,22-01-2024,Active,"['B2 5 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ L- INDUSTRIJA', 'QORMI', 'CBD 5030', 'Malta']"
C 107500,C 107500,TRISECT LIMITED,17-01-2024,Active,"['PACE AND MERCIECA', 'Triq il- Ghadam (Zona Industrijali, Mriehel)', 'BIRKIRKARA', 'BKR 3000', 'Malta']"
C 107501,C 107501,Eraitos Holding Ltd.,23-01-2024,Active,"['30/1 KENILWORTH COURT', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1093', 'Malta']"
C 107502,C 107502,E Wheels Limited,23-01-2024,Active,"['87 ST RITA', 'TRIQ SAN GORG', 'SANTA VENERA', 'SVR 1109', 'Malta']"
C 107503,C 107503,Equity & Synergi Limited,23-01-2024,Active,"['The Q6 Residence Apartment 2 Block B', 'TRIQ IL- MAJJIERA', 'SAN PAWL IL-BAHAR', 'SPB 1841', 'Malta']"
C 107504,C 107504,FUT ESPORTS HOLDINGS LTD.,23-01-2024,Active,"['SERENITY', 'TRIQ IR- RUMANI', 'XLENDI, GHAWDEX', 'XLN 1431', 'Malta']"
C 107505,C 107505,BEYN LTD.,23-01-2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 107506,C 107506,Dyna MEC Holdings Limited,23-01-2024,Active,"['THE HUB ANNEX', ""TRIQ SANT'ANDRIJA"", 'SAN GWANN', 'SGN 1612', 'Malta']"
C 107507,C 107507,Efficient Solutions in Construction Group Limited,23-01-2024,Active,"['21', 'Misrah il- Parrocca', 'MELLIEHA', 'MLH 1070', 'Malta']"
C 107508,C 107508,Sequoia Consulting Ltd.,23-01-2024,Active,"['SERENITY', 'TRIQ IR- RUMANI', 'XLENDI, GHAWDEX', 'XLN 1431', 'Malta']"
C 107509,C 107509,CZC BIRZEBBUGIA Ltd.,24-01-2024,Active,"['125', 'TRIQ ANICI', 'QORMI', 'QRM 2013', 'Malta']"
C 107510,C 107510,HOQ & BROTHERS LIMITED,23-01-2024,Active,"['42 DORIANA FL 1', 'TRIQ IGNAZIO SAVERIO MIFSUD', 'BIRKIRKARA', 'BKR 1171', 'Malta']"
C 107511,C 107511,GALIANO FLIGHT SCHOOL LTD.,24-01-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107512,C 107512,Passion Entertainment Ltd.,24-01-2024,Active,"['CENTRIS BUSINESS GATEWAY, LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL,', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107513,C 107513,Ameya Holding Ltd.,24-01-2024,Active,"['INGLEWOOD LODGE', 'TRIQ VALLETTA', 'MOSTA', 'MST 9012', 'Malta']"
C 107514,C 107514,Double Cee Lease Limited,24-01-2024,Active,"['BLOCK 13 FLAT 1361', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 107515,C 107515,Binderr Operations Ltd.,23-01-2024,Active,"['C1 MIDLAND MICRO ENTERPRISE PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107516,C 107516,Caryoom Limited,24-01-2024,Active,"['LEVEL 3 (SUITE 3016) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 107517,C 107517,AM ITALFOOD LIMITED,24-01-2024,Active,"['THE WHISPERS OFFICE 6', 'TRIQ ROSS', 'SAN GILJAN', 'STJ 3109', 'Malta']"
C 107518,C 107518,Travel Capital Limited,24-01-2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107519,C 107519,ELMED Trading Ltd.,24-01-2024,Active,"['2', 'TRIQ KANANEA', 'ATTARD', 'ATD 2707', 'Malta']"
C 107520,C 107520,Smiro Qualitas (EU) Ltd.,24-01-2024,Active,"['LEVEL 3 (SUITE 3360) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI', 'SWATAR BIRKIRKARA', 'BKR 4013', 'Malta']"
C 107521,C 107521,Bamboobay Ltd.,24-01-2024,Active,"['134', 'TRIQ MATTEOLO SALIBA', 'ZURRIEQ', 'ZRQ 2021', 'Malta']"
C 107522,C 107522,REAL LIFE HEALING LTD.,24-01-2024,Active,"['2', 'TRIQ IS- SIGGIEWI, SQAQ NRU. 2', 'ZEBBUG', 'ZBG 2320', 'Malta']"
C 107523,C 107523,AFFINITY (MALTA) HOLDINGS LIMITED,16-01-2024,Active,"['LEVEL 2 PROGETTA HOUSE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4012', 'Malta']"
C 107524,C 107524,Yamato Solutions Limited,16-01-2024,Active,"['OFFICE E207', ""TRIQ SANT'ANDRIJA"", 'SAN GWANN', 'SGN 1612', 'Malta']"
C 107525,C 107525,JZ PROJECTS LTD.,24-01-2024,Active,"['24', ""MISRAH GUZE' FLORES"", 'QORMI', 'QRM 2831', 'Malta']"
C 107526,C 107526,Passion AI Ltd.,24-01-2024,Active,"['CENTRIS BUSINESS GATEWAY, LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107527,C 107527,Quivani Endevio Ltd.,11/1/2024,Active,"['LEVEL 2 THE BREWHOUSE', 'Triq l- Imdina', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 107528,C 107528,Joseph Caruana & Co Property Limited,17-01-2024,Active,"['DAR IL-BILI 60', 'TRIQ IR- REPUBBLIKA', 'RABAT, GHAWDEX', 'VCT 1016', 'Malta']"
C 107529,C 107529,PIN Real Estates Limited,25-01-2024,Active,"['TULIP PARK BLOCK A A9', ""TRIQ GUZE' ABELA"", 'ZEBBUG', 'ZBG 1721', 'Malta']"
C 107530,C 107530,UpWork Limited,25-01-2024,Active,"['95A MARIA BAMBINA', 'TRIQ MAMO', 'ZEBBUG', 'ZBG 2400', 'Malta']"
C 107531,C 107531,NexIT Limited,25-01-2024,Active,"['34', 'TRIQ WIED GHOMOR', 'SAN GILJAN', 'STJ 2043', 'Malta']"
C 107532,C 107532,MEMORIASOFT LIMITED,22-01-2024,Active,"['4 TH FLOOR KINGSWAY PALACE', 'TRIQ IR- REPUBBLIKA', 'VALLETTA', 'VLT 1115', 'Malta']"
C 107533,C 107533,Tamega Holdings LIMITED,25-01-2024,Active,"['NO.4', ""TRIQ SANT'ANDRIJA"", 'VALLETTA', 'VLT 1341', 'Malta']"
C 107534,C 107534,Artemis Learning Limited,8/1/2024,Active,"['260', 'TRIQ IL- KANUN', 'SANTA VENERA', 'SVR 9031', 'Malta']"
C 107535,C 107535,Project BE Investments Ltd.,22-01-2024,Active,"['BLB045B', 'BULEBEL INDUSTRIAL ESTATE, BULEBEL', 'ZEJTUN', 'ZTN 3000', 'Malta']"
C 107536,C 107536,Jokerstar LTD.,25-01-2024,Active,"['86', 'TRIQ IL- KBIRA', 'SAN GILJAN', 'STJ 1015', 'Malta']"
C 107537,C 107537,M. AB Construction Ltd.,24-01-2024,Active,"['129 AURORA COURT BLK A FLT 2', 'TRIQ NERIK XERRI', 'KIRKOP', 'KKP 1743', 'Malta']"
C 107538,C 107538,Oryx Gaming Holdings Limited,25-01-2024,Active,"['OFFICE 1/1534 LEVEL G QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107539,C 107539,Leftfield Limited,26-01-2024,Active,"['LEVEL 3 (SUITE NO. 3285) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 107540,C 107540,Easetech Limited,26-01-2024,Active,"[""LEVEL 5 ST JULIAN'S BUSINESS CENTRE"", 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3153', 'Malta']"
C 107541,C 107541,RocamBYs Ltd.,26-01-2024,Active,"['VALLETTA BUILDINGS 2ND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 107542,C 107542,CB Seven Limited,18-01-2024,Active,"['JULIANA', 'TRIQ LAPSI', 'SAN GILJAN', 'STJ 1264', 'Malta']"
C 107543,C 107543,AZZOPARDI LETTINGS LTD.,23-01-2024,Active,"['SNOW GOOSE', 'TRIQ FUQ IL-GHAJN', 'GHAJNSIELEM, GHAWDEX', 'GSM 1231', 'Malta']"
C 107544,C 107544,Aerviva Ltd.,25-01-2024,Active,"['AGORA BUSINESS CENTRE LEVEL 2', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9020', 'Malta']"
C 107545,C 107545,Cetra Finance Limited,26-01-2024,Active,"['VILLA MALITAH THE VILLAGE', 'TRIQ IL- MEDITERRAN', 'SAN GILJAN', 'STJ 1870', 'Malta']"
C 107546,C 107546,STR Aero Limited,26-01-2024,Active,"['48', 'TRIQ SAN ROKKU', 'KIRKOP', 'KKP 1062', 'Malta']"
C 107547,C 107547,FUT ESPORTS LTD.,26-01-2024,Active,"['SERENITY', 'TRIQ IR- RUMANI', 'XLENDI, GHAWDEX', 'XLN 1431', 'Malta']"
C 107548,C 107548,Sueno Ltd.,26-01-2024,Active,"['WHITEHALL MANSIONS - LEVEL 2', ""IX-XATT TA' XBIEX"", 'TA XBIEX', 'XBX 1026', 'Malta']"
C 107549,C 107549,Consulting ART Medical Limited,26-01-2024,Active,"['VALLETTA BUILDINGS’ 2ND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 107550,C 107550,Nummus Ltd.,26-01-2024,Active,"['ADD MALTA HARDROCKS BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107551,C 107551,Nautical Nexus Holdings Limited,26-01-2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 107552,C 107552,RANI CATERING LIMITED,26-01-2024,Active,"['75', 'TRIQ IL- FORN', 'LIJA', 'LJA 1203', 'Malta']"
C 107553,C 107553,Azmag LIMITED,26-01-2024,Active,"['40 VILLA FAIRHOLME', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1095', 'Malta']"
C 107554,C 107554,Bergmuller Consulting Ltd.,26-01-2024,Active,"['SOHO ST JULIANS - PUNCHBOWL CENTRE', 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3154', 'Malta']"
C 107555,C 107555,Chen and Zhu Limited,23-01-2024,Active,"['47 A', 'TRIQ SAN GORG', 'GZIRA', 'GZR 1338', 'Malta']"
C 107556,C 107556,JCR Holdings Limited,8/1/2024,Active,"['JCR', 'Triq in- Negozju', 'Mriehel Industrial Zone', 'CBD 3010', 'Malta']"
C 107557,C 107557,OKTO Ventures Ltd.,22-01-2024,Active,"['192', 'TRIQ IL- KANUN', 'SANTA VENERA', 'SVR 9034', 'Malta']"
C 107558,C 107558,MV COACHING HOLDING LTD.,29-01-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 107559,C 107559,Neon Cat Ltd.,29-01-2024,Active,"['LEVEL G (OFFICE 1/0936) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107560,C 107560,BLOCK HOUSE CONSTRUCTION LTD.,29-01-2024,Active,"['MERCURY HOUSE', 'TRIQ SAN GORG', 'SAN GILJAN', 'STJ 3202', 'Malta']"
C 107561,C 107561,Royal Anita Investments Limited,29-01-2024,Active,"['103 RAJMOHAN NIVAS', 'TRIQ IL- GHAJN', 'SWIEQI', 'SWQ 3127', 'Malta']"
C 107562,C 107562,FG2P Finance Limited,29-01-2024,Active,"['154 OFFICE A', 'TRIQ IX- XATT', 'GZIRA', 'GZR 1026', 'Malta']"
C 107563,C 107563,MG Artfolio Management Limited,29-01-2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 4 TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107564,C 107564,Fimize Limited,23-01-2024,Active,"['NO.27', 'TRIQ G. GRECH DELICATA', 'BIRKIRKARA', 'BKR 4467', 'Malta']"
C 107565,C 107565,Tayne & Liyane Ltd.,30-01-2024,Active,"['SALIS RES BLK B FL 5', 'TRIQ IL- QALA', 'SAN PAWL IL-BAHAR', 'SPB 1941', 'Malta']"
C 107566,C 107566,DXD Malta Ltd.,30-01-2024,Active,"['NO. 7 PINTO', 'TREJQA ALBERT M. CASSOLA', 'SWIEQI', 'SWQ 3260', 'Malta']"
C 107567,C 107567,AMSAMARK CO LTD.,30-01-2024,Active,"['NO. 10', 'TRIQ IL- BARMIL', 'SWIEQI', 'SWQ 2507', 'Malta']"
C 107568,C 107568,Cowgan Holdings Limited,29-01-2024,Active,"['53', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1122', 'Malta']"
C 107569,C 107569,PRO-M Aviation Limited,1/2/2024,Active,"['VALLETTA BUILDINGS SECOND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 107570,C 107570,HM Malta Solutions Limited,30-01-2024,Active,"['NOUV', 'TRIQ MRO FRANK GALEA', 'ZEBBUG', 'ZBG 9019', 'Malta']"
C 107571,C 107571,Mika Distribution Sourcing Limited,31-01-2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107572,C 107572,Just Academyie Ltd.,31-01-2024,Active,"['INGLEWOOD LODGE', 'TRIQ VALLETTA', 'MOSTA', 'MST 9012', 'Malta']"
C 107573,C 107573,Luz Property Designs Ltd.,31-01-2024,Active,"['24', 'TRIQ IL- MUZIKA', 'IKLIN', 'IKL 1091', 'Malta']"
C 107574,C 107574,K & T Manufacturing Limited,31-01-2024,Active,"['83', 'TRIQ SAN PAWL', 'RABAT', 'RBT 1240', 'Malta']"
C 107575,C 107575,Mia Investment Limited,25-01-2024,Active,"['5/1', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1171', 'Malta']"
C 107576,C 107576,The Island Getaway Limited,31-01-2024,Active,"['34 STELLA MARIS', 'Triq Indri Psaila (Zona Industrijali, Tal-Handaq)', 'QORMI', 'QRM 4000', 'Malta']"
C 107577,C 107577,Dyna MEC Limited,31-01-2024,Active,"['THE HUB ANNEX', ""TRIQ SANT'ANDRIJA"", 'SAN GWANN', 'SGN 1612', 'Malta']"
C 107578,C 107578,GMF GPCTC No. 1 Ltd.,24-01-2024,Active,"['25/16 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107579,C 107579,GMF GPCTC No. 2 Ltd.,24-01-2024,Active,"['25/16 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107580,C 107580,GMF GPCTC No. 3 Ltd.,24-01-2024,Active,"['25/16 VINCENTI BUIDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107581,C 107581,GMF GPCTC No. 4 Ltd.,24-01-2024,Active,"['25/16 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107582,C 107582,LUZAMA LTD.,31-01-2024,Active,"['VERDALA N. 9', 'TREJQA ALBERT M. CASSOLA', 'SWIEQI', 'SWQ 3260', 'Malta']"
C 107583,C 107583,Afar Ventures Ltd.,31-01-2024,Active,"['36 FLAT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 107584,C 107584,GP Gaming Limited,31-01-2024,Active,"['154 OFFICE A', 'TRIQ IX- XATT', 'GZIRA', 'GZR 1026', 'Malta']"
C 107585,C 107585,RubyDev Ltd.,30-01-2024,Active,"['1', 'TRIQ SAN ROKKU', 'KIRKOP', 'KKP 1060', 'Malta']"
C 107586,C 107586,TRITYUM HOLDING GROUP LTD.,30-01-2024,Active,"['THE FERRIES BUSINESS CENTRE LEVEL 3', 'TRIQ GUZI FAVA', 'SLIEMA', 'SLM 1632', 'Malta']"
C 107587,C 107587,KM Software Services Limited,31-01-2024,Active,"['PENDERGARDENS BUSINESS CENTRE 51 LEVEL 5 PENDERGARDENS', ""TRIQ SANT'ANGLU"", 'SAN GILJAN', 'STJ 9023', 'Malta']"
C 107588,C 107588,Next Peak Ventures Ltd.,31-01-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107589,C 107589,WINSTON CONSULTANTS LTD.,31-01-2024,Active,"['15 LEVEL 2 CORPORATE SUITES', 'TRIQ IN- NAXXAR', 'BIRKIRKARA', 'BKR 9048', 'Malta']"
C 107590,C 107590,Eraitos Ltd.,31-01-2024,Active,"['30/1 KENILWORTH COURT', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1093', 'Malta']"
C 107591,C 107591,AM Renovations Ltd.,31-01-2024,Active,"['100', 'TRIQ G. AGIUS MUSCAT', 'ZABBAR', 'ZBR 3400', 'Malta']"
C 107592,C 107592,Softlead Technologies Ltd.,31-01-2024,Active,"['ADD MALTA HARDROCKS BUSINESS PARK LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107593,C 107593,Arkons Ltd.,31-01-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107594,C 107594,NAVAL ELECTRICAL SYSTEMS LTD.,30-01-2024,Active,"['LEVEL 2 HAL MANN BUSINESS CENTRE', 'Triq il- Mosta', 'LIJA', 'LJA 9016', 'Malta']"
C 107595,C 107595,FiServ Ltd.,30-01-2024,Active,"['3 ADVANCE BUSINESS CENTRE', ""TRIQ GUZE' FLORES"", 'SANTA VENERA', 'SVR 1950', 'Malta']"
C 107596,C 107596,ELUDO LTD.,30-01-2024,Active,"['CENTRAL OFFICE BUIDING BLOCK A LEVEL 2 HALMANN VELLA', 'Triq il- Mosta', 'LIJA', 'LJS 9016', 'Malta']"
C 107597,C 107597,Divine Ray Limited,1/2/2024,Active,"['152 / NO.9', 'TRIQ IN- NAXXAR', 'SAN GWANN', 'SGN 9030', 'Malta']"
C 107598,C 107598,xneelo Group Limited,1/2/2024,Active,"['135 PIETA APARTMENTS BLK 1 APT 7', 'TRIQ IX- XATT', 'PIETA', 'PTA 9041', 'Malta']"
C 107599,C 107599,NOAH'S FLEET LTD.,1/2/2024,Active,"['2R RESIDENCE FLAT 4', ""TRIQ SANT'ANTNIN"", 'SAN GWANN', 'SGN 4034', 'Malta']"
C 107600,C 107600,KRAFCO LTD.,30-01-2024,Active,"['ELZAN', 'TRIQ L- ARCISQOF PIETRU PACE', 'RABAT, GHAWDEX', 'VCT 2504', 'Malta']"
C 107601,C 107601,HUGHES HOLDINGS LIMITED,25-01-2024,Active,"['APT 5 BLK A', 'TRIQ IL- PAPA GWANNI PAWLU II', 'MARSASKALA', 'MSK 1132', 'Malta']"
C 107602,C 107602,Y Consult Ltd.,31-01-2024,Active,"['107 ELITE', 'TRIQ GUZEPPI ELLUL', 'LUQA', 'LQA 1151', 'Malta']"
C 107603,C 107603,Gozo Fast Ferry Operations Limited,23-01-2024,Active,"['143 PALAZZO MARINA', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1436', 'Malta']"
C 107604,C 107604,Nasaco Technologies Limited,1/2/2024,Active,"['260', 'TRIQ SAN ALBERT', 'GZIRA', 'GZR 1150', 'Malta']"
C 107605,C 107605,Creek Technologies Malta LTD.,2/2/2024,Active,"['SOHO OFFICE PUNCHBOWL CENTRE', 'TRIQ ELIJA ZAMMIT', 'Paceville', 'STJ 3154', 'Malta']"
